GEOID10,NAME,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
470370185004,185.4,2.37,2.42,1.23,1.26,1.28,1.31,2.67,1.37,1.4,1.43,5.45,5.22,0,2.4,0,1.11
470370185005,185.5,0,1.33,2.66,0,2.68,2.7,4.06,0,2.73,1.37,1.32,1.27,2.45,1.19,0,0
470370185006,185.6,0,4.13,8.23,4.1,0,0,8.1,12.1,8.03,0,0,0,10.17,6.45,0,0
470370186011,186.01.1,0,3.82,3.66,0,3.39,0,3.15,0,0,8.57,0,0,0,0,2.22,0
470370186012,186.01.2,0,0,17.24,46.88,0,0,0,0,10.64,0,9.23,0,0,7.5,0,0
470370186021,186.02.1,3.85,0,3.57,0,0,6.45,3.13,0,2.94,5.71,0,0,0,2.26,0,0
470370186022,186.02.2,0,0,0,0,0,7.46,0,0,13.7,0,6.32,0,0,0,0,0
470370186023,186.02.3,0,0,6.85,0,0,6.58,6.49,32.05,31.65,12.5,5.88,0,5.26,0,0,0
470370186024,186.02.4,0,14.71,0,0,0,0,0,16.13,0,0,0,15,0,13.64,13.04,0
470370187001,187.1,3.55,1.77,1.76,3.5,1.74,1.73,0,1.71,0,3.39,0,0,2.96,0,0,1.32
470370187002,187.2,0,3.91,0,3.82,0,3.73,7.38,7.3,0,7.14,10.11,0,0,0,2.75,0
470370187003,187.3,10.53,9.09,0,0,0,0,5.41,10,13.95,0,16.11,7.5,0,6.59,3.11,0
470370188011,188.01.1,2.68,2.66,0,0,0,0,0,0,0,2.5,0,0,0,2.14,0,0
470370188012,188.01.2,0,0,3.83,0,0,0,0,5.1,0,0,0,0,0,0,4.72,0
470370188013,188.01.3,11.37,6.09,8.08,5.13,4.38,3.76,4.84,5.56,3.39,3.73,5.41,3.66,3.21,3.11,1.75,3.71
470370188014,188.01.4,3.72,3.73,0,0,0,0,0,3.82,3.83,0,3.66,3.49,3.33,0,3.06,0
470370188015,188.01.5,9.17,4.63,4.67,7.08,2.38,4.81,2.43,0,4.95,2.5,0,2.27,4.35,0,0,0
470370188031,188.03.1,2.77,2.95,2.74,2.14,3.68,2.12,4.59,2.09,2.27,2.07,0.55,1.97,1.4,1.03,0.34,0.49
470370188032,188.03.2,5.37,0,3.94,17.4,9.34,2.82,7.72,9.47,6.58,4.08,1.91,3.59,0,8.02,15.23,8.7
470370188041,188.04.1,3.51,4.88,3.74,6.06,2.55,2.2,2.9,4.31,3.11,1.42,2.67,1.26,3.58,1.13,1.08,1.03
470370188042,188.04.2,10.64,33.9,63.38,24.1,21.05,42.06,8.4,34.35,80.42,70.97,55.1,11.65,66.67,34.51,17.8,19.51
470370189011,189.01.1,9.22,8.53,15,21.47,21.25,23.11,19.65,7.86,6.48,12.04,11.52,11,20.66,17.55,11.31,12.28
470370189012,189.01.2,1.05,3.2,3.6,2.19,2.95,4.86,3.41,4.98,2.33,1.97,3.78,2.91,1.4,1.35,1.63,0.63
470370189021,189.02.1,3.25,1.39,1.39,2.3,0,1.38,4.12,7.31,2.73,4.55,1.33,1.3,1.69,1.66,0.81,1.19
470370189022,189.02.2,2.92,2.82,0,10.58,0,2.49,4.83,2.35,4.57,2.22,2.15,4.17,6.06,1.96,1.9,1.85
470370189023,189.02.3,6.28,6.96,7.64,4.85,9,6.22,8.96,6.19,3.43,1.37,2.71,10.74,13.95,1.97,4.56,4.52
470370189041,189.04.1,8.77,5.65,8.2,5.29,5.13,0,2.42,0,6.85,8.89,2.11,10,1.9,0,3.48,0
470370189042,189.04.2,6.79,6.15,4.75,9.78,8.52,4.85,6.65,6.93,8.56,10.78,6.86,5.47,4.07,9.33,4.24,13.79
470370189043,189.04.3,2.87,3.6,7.24,7.28,5.12,7.36,2.96,6.69,5.98,2.26,5.91,5.08,1.43,5.62,5.53,4.76
470370189051,189.05.1,1.86,0.9,0.34,0.79,1.42,0.59,0,0,4.32,40,0,0,0,0,0,0
470370189052,189.05.2,5.58,5.58,5.84,10.02,6.67,4.92,3.65,6.34,6.66,5.18,6.05,6.59,3.06,5.81,3.42,2.56
470370189053,189.05.3,7.09,15.8,13.02,15.82,13.13,15.83,5.18,15.84,14.45,20.22,22.44,14.11,9.21,7.51,0,4.33
470370190031,190.03.1,21.43,23.18,23.32,10.7,6,3.33,5.65,5.27,15.47,17.91,16.13,13.05,14.44,7.97,9.42,6.29
470370190032,190.03.2,2.28,3.82,3.84,1.54,0.78,3.12,1.56,0,0,0.79,1.54,0,0,0,0,0.68
470370190033,190.03.3,8.11,2.89,5.68,4.18,2.74,5.38,5.29,7.15,9.59,3.77,3.64,2.92,2.82,2.19,1.06,1.54
470370190034,190.03.4,21.44,14.48,14.49,11.56,6.78,11.43,17.12,12.24,19.34,16.14,22.14,17.71,15.98,15.15,13.07,13.96
470370190041,190.04.1,13.65,18.29,14.11,7.25,18.54,16.3,17.38,23.17,16.87,10.85,7.75,9.87,10.62,4.52,7.06,4.96
470370190042,190.04.2,8.41,4.96,13.01,6.4,6.3,4.65,2.29,5.26,6.67,8.03,6.26,7.3,3.81,3.04,0.58,0.56
470370190043,190.04.3,14.61,4.4,7.69,6.03,4.92,7.1,6.27,7.34,11.4,5.42,5.02,3.61,4.52,2.21,2.16,1.17
470370190051,190.05.1,12.12,6.91,14.17,10.46,10.44,8.59,10.17,10.27,10.02,9.63,9.51,6.82,9.86,4.99,5.96,6.93
470370190052,190.05.2,71.46,95.47,76.15,35.39,49.03,56.86,48.46,42.41,37.6,26.61,54.23,58.5,45.6,52.17,47.91,23.4
470370190061,190.06.1,1.7,2.01,3.96,2.28,2.56,3.47,4.36,7.67,3.93,7.16,3.48,2.26,2.19,4.01,1.82,1.52
470370190062,190.06.2,3.98,3.99,4.99,2,3.67,4.01,3.69,4.03,2.02,5.05,2.82,4.7,2.21,1.3,0.98,1.17
470370190063,190.06.3,5.95,11.04,4.24,9.32,7.61,7.6,7.59,8.43,10.1,10.08,8.84,12.31,10.33,2.84,8.87,3.29
470370191051,191.05.1,2.15,2.78,2.81,3.15,1.59,3.52,4.2,3.59,1.65,2.66,2.28,3.18,1.56,1.22,2.4,1.47
470370191052,191.05.2,13.03,7.87,10.74,10.61,7.12,7.81,6.49,8.67,5.9,6.31,4.49,2.95,5.62,3.59,3.07,3.88
470370191053,191.05.3,3.27,1.63,3.25,4.85,1.61,8.04,4.81,12.78,9.55,14.29,3.07,2.97,4.32,1.4,4.06,0
470370191054,191.05.4,3.88,1.92,1.89,3.75,1.85,0,1.81,8.96,3.55,3.51,1.7,3.3,8,6.22,3.02,2.94
470370191061,191.06.1,2.53,3.53,3.78,4.36,2.84,2.88,2.81,5.5,3.59,2.34,2.68,1.69,1.66,2.36,1.34,3.78
470370191062,191.06.2,1.5,3.95,0.83,5.29,7.49,2,2.13,1.15,2.48,1.35,0,9.05,2.53,4.96,4.86,2.38
470370191063,191.06.3,1.47,3.16,0.86,0,3.09,8.02,5.16,4.43,5.19,2.08,4,1.92,1.85,1.79,1.72,3.33
470370191081,191.08.1,2.67,3.43,3.87,4.7,2.23,5.74,4.33,5.28,4.19,4.33,5.47,6.95,2.78,4.65,3.39,3.31
470370191082,191.08.2,10,10.9,11.23,12.29,10.1,19.8,21.94,26.63,36.15,24.81,24.1,26.64,21.85,14.99,13.27,11.16
470370191091,191.09.1,5.63,5.67,15.22,7.02,9,8.42,16.96,14.45,10.59,10.67,3.85,10.52,5.37,8.65,7.26,5.95
470370191092,191.09.2,0,2.91,0,8.38,0,8.06,10.55,15.54,5.09,15,7,13.14,4.12,9.74,3.69,0
470370191093,191.09.3,8.15,6.56,9.52,8.6,8.93,8.66,7.85,8.17,10.59,8.25,9.41,4.29,3.21,3.54,2.99,4.55
470370191101,191.10.1,7.5,5.3,8.34,3.16,4.51,5.73,2.74,1.31,3.76,9.64,4.7,2.29,6.7,7.64,3.2,1.04
470370191102,191.10.2,9.16,9,7.58,7.44,7.32,6,3.54,5.8,5.71,8.99,5.49,6.45,2.11,2.06,4.04,3.96
470370191103,191.10.3,7.95,6.63,11.28,7.02,6.92,10.8,8.4,11.05,7.08,8.6,8.28,5.49,5.78,3.73,3.16,3.49
470370191111,191.11.1,10.96,15.79,14.83,14.9,15.61,9.54,13.43,16.28,17.87,14.72,8.27,8.31,14.46,10.79,8.03,7.69
470370191112,191.11.2,5.67,7.05,8.68,6.2,8.36,9.79,9.15,6.76,7.49,9.14,11.24,8.19,8.25,13.47,12.81,7.36
470370191113,191.11.3,8.22,4.64,5.85,11.08,5.26,17.54,15.55,10.3,8.77,7.37,9.03,9.58,5.5,7.92,6.76,3.25
470370191121,191.12.1,8.49,9.38,9.87,11.04,12.85,9.15,10.58,8.72,5.68,7.72,6.16,9.22,6.4,4.34,5.13,5.63
470370191141,191.14.1,2.28,1.59,2.44,2.98,4.74,2.4,4.02,5.86,2.73,7.62,6.45,5.18,2.97,4.64,3.16,4.12
470370191151,191.15.1,0,6.59,8.81,5.3,7.23,4.43,8.18,3.8,7.11,16.67,9.47,7.5,8.57,2.73,3.91,3.75
470370191161,191.16.1,5.28,5.66,5.7,5.09,4.93,5.93,5.34,6.42,6.04,6.79,8.14,6.71,4.77,3.84,5.6,3.25
470370191162,191.16.2,3.85,2.1,2.81,3.86,3.16,6.69,4.58,16.93,6.35,5.3,7.13,4.9,6.93,6.99,4.7,5.11
470370191171,191.17.1,2.52,4.07,10.23,10.28,11.6,18.37,25.89,16.03,19.04,20.8,15.73,18.31,11.3,13.84,16.12,12.5
470370191181,191.18.1,9.64,12.77,13.6,10.12,8.86,13.13,12.35,14.89,9.51,9.99,12.19,10.46,8.6,9.04,11.63,12.06
470370191182,191.18.2,1.7,1.81,3.89,2.8,3.04,5.82,4.59,6.15,6.95,9.33,8.54,13.48,5.21,7.77,5.45,11.11
470370192001,192.1,5.17,5.66,5.13,4.61,3.06,5.6,7.1,5.06,3.53,4.52,3.92,1.92,1.87,1.83,6.72,3.07
470370192002,192.2,18,11.59,11.34,8.86,8.52,9.33,12.59,6.17,6.98,3.27,3.13,0,2.31,3.33,4.27,1.03
470370192003,192.3,13.47,10.45,11.91,13.37,10.37,6.4,11.3,9.31,5.87,5.37,3.79,5.99,4.04,6.55,3.83,2.49
470370192004,192.4,29.61,22.58,29.65,20.71,12.28,17.32,24.66,21.4,21.28,21.92,21.94,22.7,15.75,15.14,13.49,12.59
470370193001,193.1,13.3,13.81,15.65,12.18,12.69,9.18,17.33,9.28,9.1,11.44,7.82,8.78,5.57,7.94,8.92,8.25
470370193002,193.2,108.32,98.11,90.83,104.39,54.2,77.27,111.38,77.29,83.64,79.9,56.54,60.91,75.62,61.48,76.82,75
470370193003,193.3,70.36,55.82,71.11,54.7,35.59,46.7,66.22,53.31,58.55,52.36,40.29,43.25,42.64,47.53,57.33,50
470370194001,194.1,35.61,36.86,40.71,42.64,15.42,5.98,7.24,10.83,12.85,3.59,2.28,9.76,8.81,2.98,4.75,2.74
470370194002,194.2,11.5,13.62,10.53,9.23,7.7,12.18,9.58,9.69,10.83,7.11,7.71,7.38,4.3,5.15,4.93,3.85
470370194003,194.3,43.9,41.01,41.18,31.56,17.03,22.96,37.97,21.58,25.1,25.9,19,19.32,16.94,19.94,19.86,19.04
470370195001,195.1,7.93,11.49,9.26,5.98,4.64,2.81,4.37,10.62,13.42,3.02,2.16,6.06,4.38,3.34,4.7,3.81
470370195002,195.2,9.79,3.19,4.83,3.85,1.87,2.79,3.58,3.33,2.94,1.62,1.74,1.97,1.68,1.22,1.64,1.24
470370195003,195.3,4.4,4.96,4.69,6.05,3.18,4.72,3.11,2.11,2.65,2.43,2.17,3.66,2.7,2.45,2.21,1.68
470370195004,195.4,11.29,5.38,9.24,8.27,2.47,5.51,5.74,8.01,9.32,4.2,6.95,3.23,4.58,3.64,4.53,2.25
470370196001,196.1,6.56,1.45,3.87,6.52,8.67,9.38,8.64,4.31,11,24.58,28.34,14.48,16.98,9.03,5.67,5.94
470370196002,196.2,5.49,6.85,7.35,8.7,8,8.83,8.14,6.6,8.28,8.43,7.51,9.65,9.82,7.9,4.2,3.94
470379801001,9801.1,200,400,200,100,200,300,100,0,300,100,100,100,100,100,300,0
470379802001,9802.1,107.87,242.72,277.39,323.62,388.35,1213.59,0,0,0,0,100,100,200,100,100,0
